"id","host_id.x","price","minimum_nights","number_of_reviews","availability_365","calculated_host_listings_count","host_id.y","host_is_superhost"
34550802,1394631,149,28,12,124,2,1394631,TRUE
34563263,10202618,188,28,21,253,71,10202618,FALSE
34563784,54422135,160,28,2,298,30,54422135,FALSE
34567121,260827513,176,28,14,89,1,260827513,FALSE
34569910,196464714,113,30,2,180,1,196464714,FALSE
34570365,224302058,138,2,93,23,1,224302058,FALSE
34575439,260883052,100,180,0,365,1,260883052,FALSE
34576682,30760199,102,28,9,84,1,30760199,TRUE
34593688,260995418,200,28,4,0,1,260995418,FALSE
34599214,134886853,90,28,5,0,1,134886853,FALSE
34599347,36748838,81,28,13,169,3,36748838,TRUE
34600915,6590606,130,28,1,0,1,6590606,FALSE
34602404,148512090,196,1,289,5,2,148512090,TRUE
34618189,54422135,160,28,4,298,30,54422135,FALSE
34621593,23044531,81,28,40,142,1,23044531,FALSE
34622977,260209931,30,28,8,0,1,260209931,FALSE
34628953,405611161,212,2,121,100,1,405611161,FALSE
34639823,247236110,40,28,22,238,2,247236110,FALSE
34643429,261357467,56,28,9,310,3,261357467,FALSE
34646791,261381328,120,28,46,0,1,261381328,FALSE
34648108,261357467,58,28,11,163,3,261357467,FALSE
34648796,261357467,52,28,13,336,3,261357467,FALSE
34653455,8569918,151,28,11,327,24,8569918,FALSE
34653668,79441404,226,28,131,96,1,79441404,TRUE
34662655,33859328,350,3,1,125,1,33859328,FALSE
34676065,261581903,141,28,67,130,1,261581903,FALSE
34682444,37593706,230,28,17,0,1,37593706,FALSE
34685130,261641930,145,28,41,158,1,261641930,FALSE
34686566,140639037,137,28,3,365,2,140639037,FALSE
34686934,159767442,145,2,7,145,1,159767442,FALSE
34687518,187548308,51,5,39,154,11,187548308,FALSE
34688874,17254791,75,28,47,46,1,17254791,TRUE
34690699,105820707,52,28,32,76,4,105820707,FALSE
34706247,3578042,110114,28,3,325,1,3578042,FALSE
34707408,256444724,197,28,113,52,6,256444724,FALSE
34708269,38709882,75,28,13,0,3,38709882,FALSE
34720413,25769363,130,28,18,0,1,25769363,FALSE
34721112,146236268,99,4,94,46,1,146236268,FALSE
34721844,261892835,46,28,7,309,2,261892835,FALSE
34724106,13646872,45,28,8,0,2,13646872,FALSE
34743981,206780509,120,28,1,179,1,206780509,FALSE
34751495,262078659,95,28,13,0,1,262078659,FALSE
34752162,56089982,375,28,4,84,1,56089982,TRUE
34753592,23083533,60,28,8,13,1,23083533,FALSE
34758117,137482224,40,28,4,0,1,137482224,FALSE
34772524,9956811,83,30,5,219,11,9956811,FALSE
34780215,262248179,643,28,119,82,1,262248179,FALSE
34783478,7438562,90,28,54,0,1,7438562,FALSE
34788261,6608748,60,28,6,339,1,6608748,FALSE
34805793,93716956,250,4,13,0,1,93716956,FALSE
34814277,181701818,136,2,45,168,1,181701818,FALSE
34814659,260482846,60,28,0,362,1,260482846,FALSE
34817044,262457929,78,28,2,0,1,262457929,FALSE
34829275,262572671,82,3,136,247,1,262572671,FALSE
34833180,97813043,140,28,10,0,1,97813043,FALSE
34839736,135718015,199,28,3,365,38,135718015,FALSE
34839883,12931053,12400,30,14,89,2,12931053,FALSE
34840318,11911066,137,28,46,0,1,11911066,FALSE
34841489,198509230,120,28,7,116,1,198509230,FALSE
34843186,187548308,54,5,23,168,11,187548308,FALSE
34844813,262698364,168,28,23,232,3,262698364,TRUE
34845693,262212355,248,28,1,0,1,262212355,FALSE
34857908,85216660,90,28,6,0,1,85216660,FALSE
34862782,176859199,129,30,82,149,1,176859199,FALSE
34869577,32230656,545,2,37,76,1,32230656,TRUE
34870485,262895368,130,28,9,0,2,262895368,FALSE
34890322,58113832,50,29,21,155,7,58113832,FALSE
34893329,12013800,65,4,14,51,4,12013800,TRUE
34893938,263009685,148,1,137,43,5,263009685,FALSE
34899472,253500407,85,28,130,34,1,253500407,TRUE
34899878,110852266,600,28,1,179,1,110852266,FALSE
34902910,263059804,80,28,52,0,5,263059804,FALSE
34902916,263060626,300,5,3,0,1,263060626,FALSE
34905544,263077004,70,28,33,0,2,263077004,TRUE
34907653,260079173,549,28,2,147,6,260079173,TRUE
34908374,262878999,75,31,45,148,2,262878999,FALSE
34909187,163870275,78,28,2,341,5,163870275,TRUE
34909401,255806433,30,28,6,0,1,255806433,FALSE
34910114,13456021,200,30,32,0,1,13456021,FALSE
34910755,131992934,215,1,115,251,4,131992934,TRUE
34911285,263104042,383,2,37,130,1,263104042,TRUE
34911365,187548308,59,7,21,148,11,187548308,FALSE
34917763,130662121,67,28,1,90,3,130662121,FALSE
34929342,263059804,100,28,50,0,5,263059804,FALSE
34944732,143249144,100,28,24,89,1,143249144,TRUE
34946028,5732263,189,4,51,0,1,5732263,FALSE
34951350,94891041,100,28,0,88,1,94891041,FALSE
34966076,21727635,300,28,8,179,1,21727635,FALSE
34967296,187703788,350,28,2,363,1,187703788,FALSE
34997756,263059804,95,28,57,0,5,263059804,FALSE
34998435,263059804,85,28,42,0,5,263059804,FALSE
35003792,164543821,185,3,54,340,1,164543821,TRUE
35005868,263727224,150,28,2,62,1,263727224,FALSE
35008943,51070968,104,29,61,298,7,51070968,TRUE
35009169,195095,151,28,2,186,16,195095,FALSE
35010588,167454104,99,300,7,239,1,167454104,FALSE
35012888,263059804,80,28,26,0,5,263059804,FALSE
35018064,263819079,125,28,17,0,1,263819079,FALSE
35027252,480373,100,28,13,0,1,480373,FALSE
35030832,226185727,103,28,47,270,1,226185727,FALSE
35033762,134878529,126,1,50,0,2,134878529,TRUE
35038531,213301462,53,28,12,229,1,213301462,TRUE
35039653,67894100,100,28,3,0,1,67894100,FALSE
35053524,99642761,208,28,19,74,2,99642761,FALSE
35060837,19658555,255,28,95,158,2,19658555,FALSE
35064338,30561589,379,28,10,364,2,30561589,FALSE
35069105,121113514,123,31,127,118,5,121113514,TRUE
35080797,44772895,75,3,43,69,4,44772895,TRUE
35080928,72499374,100,28,1,0,1,72499374,FALSE
35083497,27289708,91,28,211,215,1,27289708,FALSE
35083861,264279546,100,28,1,0,2,264279546,FALSE
35085633,81937977,140,2,111,159,1,81937977,TRUE
35089624,256552504,180,28,0,179,1,256552504,FALSE
35095286,97638530,216,28,31,365,1,97638530,FALSE
35096480,261053792,103,28,251,88,1,261053792,FALSE
35100406,41370583,35,28,6,365,3,41370583,FALSE
35110772,157627670,45,30,6,281,2,157627670,FALSE
35116624,264502697,379,28,1,364,1,264502697,FALSE
35123492,113324751,100,183,0,179,1,113324751,FALSE
35126706,167034435,209,28,82,357,24,167034435,FALSE
35137634,846505,135,30,18,36,50,846505,FALSE
35147605,38459934,149,30,0,62,17,38459934,FALSE
35147890,111843817,65,28,26,318,1,111843817,TRUE
35149758,264724789,129,29,109,10,1,264724789,FALSE
35149852,37602497,150,14,1,362,1,37602497,FALSE
35155417,554607,188,28,2,0,1,554607,FALSE
35162343,264813032,45,28,4,365,7,264813032,FALSE
35162743,187548308,47,7,34,72,11,187548308,FALSE
35162909,187548308,53,5,14,133,11,187548308,FALSE
35163566,264279546,98,28,0,89,2,264279546,FALSE
35168068,264859351,214,28,0,179,1,264859351,FALSE
35168234,264860902,30,28,3,0,1,264860902,FALSE
35181518,264934407,130,30,87,334,4,264934407,TRUE
35188497,264980604,268,28,52,0,1,264980604,FALSE
35189977,264990384,60,28,2,0,5,264990384,FALSE
35191068,57178818,600,2,8,84,1,57178818,FALSE
35194076,1112766,220,28,5,352,4,1112766,TRUE
35194691,265009873,85,28,0,90,1,265009873,FALSE
35195354,259472536,62,28,58,357,1,259472536,FALSE
35197377,151325025,272,28,4,0,4,151325025,FALSE
35198654,144479372,40,28,12,162,4,144479372,TRUE
35201895,265074284,75,28,7,362,2,265074284,TRUE
35202498,125056852,233,1,154,69,2,125056852,TRUE
35203551,265081067,120,28,11,1,1,265081067,FALSE
35225134,261666863,714,28,36,1,1,261666863,FALSE
35226091,264943903,299,28,0,89,1,264943903,FALSE
35226253,20408425,215,28,11,68,8,20408425,TRUE
35228029,265238854,164,28,16,0,1,265238854,FALSE
35232038,33322734,200,1,25,80,1,33322734,TRUE
35233925,20275481,110,28,22,0,2,20275481,FALSE
35234324,8110060,650,30,24,308,1,8110060,FALSE
35235258,73388069,138,28,2,180,2,73388069,FALSE
35235689,73388069,138,28,0,180,2,73388069,FALSE
35236029,263342860,158,28,30,0,2,263342860,TRUE
35255302,265416637,80,28,18,53,2,265416637,FALSE
35279615,265605834,139,150,26,123,2,265605834,FALSE
35282971,265632148,225,28,4,365,1,265632148,FALSE
35283194,151325025,100,28,6,0,4,151325025,FALSE
35285438,110486834,63,1,16,0,3,110486834,FALSE
35288603,64456124,106,30,6,225,2,64456124,TRUE
35289076,265633308,300,1,188,360,1,265633308,TRUE
35289581,265694719,399,28,113,154,1,265694719,TRUE
35292830,249297,289,28,63,153,1,249297,TRUE
35303504,110486834,63,2,2,337,3,110486834,FALSE
35305753,36905280,106,29,0,342,2,36905280,FALSE
35307546,180648682,55,28,1,0,1,180648682,FALSE
35315316,87590847,149,28,4,179,1,87590847,TRUE
35316206,56272448,130,28,34,281,1,56272448,FALSE
35317201,252402202,95,28,18,0,1,252402202,FALSE
35318819,7011272,200,28,8,308,1,7011272,FALSE
35333786,16470588,75,28,32,0,1,16470588,TRUE
35335546,143016125,65,120,3,114,1,143016125,FALSE
35349873,70045737,150,30,0,365,1,70045737,FALSE
35350699,264135703,56,28,59,152,2,264135703,FALSE
35351861,151325025,84,28,3,0,4,151325025,FALSE
35351985,18287936,107,28,0,0,1,18287936,FALSE
35354396,45789895,45,28,0,0,1,45789895,FALSE
35354780,151325025,84,28,3,0,4,151325025,FALSE
35377948,167034435,209,28,74,365,24,167034435,FALSE
35378234,257889901,351,28,143,45,4,257889901,FALSE
35379698,167034435,209,28,92,365,24,167034435,FALSE
35380317,167034435,209,28,92,362,24,167034435,FALSE
35383121,187548308,39,28,35,305,11,187548308,FALSE
35387770,266402151,85,28,59,0,1,266402151,FALSE
35416791,90115034,99,28,27,64,6,90115034,TRUE
35418488,205047899,250,28,0,0,1,205047899,FALSE
35418981,90115034,210,28,39,157,6,90115034,TRUE
35447073,10202618,171,28,24,334,71,10202618,FALSE
35467490,23897774,70,28,16,0,1,23897774,FALSE
35468301,56560757,100,30,19,0,1,56560757,FALSE
35468890,204824281,78,28,31,0,3,204824281,FALSE
35475495,218112040,160,28,1,165,1,218112040,FALSE
35479146,1590126,120,28,1,0,2,1590126,FALSE
35480842,57059266,71,28,25,45,2,57059266,FALSE
35481499,93915386,535,4,99,162,1,93915386,TRUE
35484398,196230650,100,28,1,179,1,196230650,FALSE
35484921,266965680,90,28,25,188,1,266965680,FALSE
35491308,267011181,170,30,62,84,1,267011181,FALSE
35492393,43906054,75,28,44,155,1,43906054,FALSE
35492908,217391546,65,28,5,174,2,217391546,TRUE
35493154,217391546,65,28,3,35,2,217391546,TRUE
35510667,210745137,400,28,5,365,2,210745137,FALSE
35510845,31910877,100,30,22,0,1,31910877,FALSE
35519145,56047363,84,28,119,95,3,56047363,TRUE
35520344,56047363,98,28,54,92,3,56047363,TRUE
35534118,6386296,96,28,3,310,52,6386296,FALSE
35539060,267378763,45,28,7,0,1,267378763,FALSE
35543251,267413903,100,31,63,109,1,267413903,FALSE
35545750,23663915,416,3,34,226,1,23663915,TRUE
35545955,69778408,128,28,7,88,3,69778408,FALSE
35546996,262005677,65,28,34,107,2,262005677,TRUE
35547114,46408428,34,28,5,0,1,46408428,FALSE
35547554,58559482,149,2,51,38,1,58559482,TRUE
35548247,36479166,110,3,5,7,1,36479166,FALSE
35548390,236366115,119,28,41,89,1,236366115,TRUE
35548505,267468184,206,1,134,16,1,267468184,FALSE
35548850,198393365,72,1,168,340,4,198393365,TRUE
35576211,39605163,80,28,13,0,1,39605163,FALSE
35576664,267607957,63,28,46,364,2,267607957,FALSE
35578090,267684892,70,180,0,180,1,267684892,FALSE
35596656,262980034,150,28,99,0,1,262980034,FALSE
35600593,395487,80,28,11,0,1,395487,FALSE
35601686,143477502,50,28,5,0,3,143477502,FALSE
35604858,178801067,199,28,1,0,1,178801067,FALSE
35610480,135718015,199,28,13,365,38,135718015,FALSE
35611726,26468157,110,29,13,0,1,26468157,FALSE
35613947,266765033,436,28,4,360,2,266765033,TRUE
35614090,266765033,488,28,2,360,2,266765033,TRUE
35616038,58929950,150,28,1,0,1,58929950,FALSE
35619672,156971749,180,28,128,0,1,156971749,FALSE
35635328,69066566,119,28,3,0,1,69066566,FALSE
35648982,187548308,43,28,28,341,11,187548308,FALSE
35649160,50328841,50,28,9,35,3,50328841,TRUE
35649214,178716451,175,30,49,32,1,178716451,TRUE
35670768,148422682,152,2,74,0,1,148422682,TRUE
35670828,268337649,60,28,35,0,1,268337649,FALSE
35672446,268344086,85,90,0,0,1,268344086,FALSE
35676014,89332522,112,28,20,306,1,89332522,FALSE
35677160,11418370,50,60,11,365,12,11418370,TRUE
35686988,50227423,68,28,0,365,8,50227423,FALSE
35703964,23518355,118,30,1,66,8,23518355,TRUE
35704404,165965551,50,28,0,334,1,165965551,FALSE
35707843,9080790,1085,28,1,180,2,9080790,FALSE
35709680,264990384,50,28,2,0,5,264990384,FALSE
35712056,268621559,250,28,26,0,1,268621559,FALSE
35714119,10202618,203,28,8,221,71,10202618,FALSE
35715002,267448174,30,28,6,232,2,267448174,FALSE
35715395,242148944,120,3,9,0,1,242148944,TRUE
35717607,135911191,55,6,29,339,3,135911191,FALSE
35719663,268691814,27,28,33,0,5,268691814,FALSE
35720254,268691814,33,28,51,0,5,268691814,FALSE
35720525,268691814,35,28,54,0,5,268691814,FALSE
35720754,268691814,28,28,41,0,5,268691814,FALSE
35721052,268691814,37,28,35,0,5,268691814,FALSE
35730326,135911191,49,3,30,363,3,135911191,FALSE
35731850,268768928,100,90,6,282,1,268768928,FALSE
35742021,135911191,49,3,28,365,3,135911191,FALSE
35742218,65209371,150,28,1,0,1,65209371,FALSE
35742796,183692496,90,28,12,290,2,183692496,TRUE
35743324,193770405,250,30,0,363,1,193770405,FALSE
35756653,55016,55,28,4,220,1,55016,FALSE
35758046,95307812,120,28,52,65,2,95307812,FALSE
35758363,51498651,175,28,2,0,1,51498651,FALSE
35763920,16083796,60,120,10,129,1,16083796,FALSE
35770582,65785916,55,28,0,221,2,65785916,FALSE
35771330,262074569,300,31,65,0,1,262074569,FALSE
35784585,28511790,225,1,25,65,1,28511790,TRUE
35785789,37310931,125,28,1,0,1,37310931,FALSE
35790313,79565000,90,28,31,0,3,79565000,FALSE
35790593,27668749,157,28,2,0,1,27668749,FALSE
35792193,21067116,89,28,21,0,1,21067116,FALSE
35804140,213612,95,28,12,341,20,213612,FALSE
35804570,213612,95,28,15,346,20,213612,FALSE
35804608,213612,95,28,16,72,20,213612,FALSE
35805855,75293947,106,28,2,0,1,75293947,FALSE
35807138,109496342,140,2,78,16,1,109496342,TRUE
35808142,213612,250,28,4,346,20,213612,FALSE
35822809,20776782,79,1,45,363,2,20776782,FALSE
35829156,269507226,285,28,0,365,1,269507226,FALSE
35842939,220144942,169,28,14,77,2,220144942,FALSE
35843521,226909245,50,28,7,325,2,226909245,TRUE
35843991,201577022,129,28,51,0,2,201577022,FALSE
35844839,8540894,275,28,31,0,14,8540894,TRUE
35846039,37905670,52,28,9,28,5,37905670,TRUE
35859839,37409645,116,28,24,64,3,37409645,TRUE
35862117,237344843,34,28,14,45,1,237344843,TRUE
35863773,14061006,197,28,18,28,6,14061006,TRUE
35864791,11192458,60,30,14,155,1,11192458,TRUE
35866502,167034435,209,28,64,362,24,167034435,FALSE
35873669,148451755,145,1,1,69,1,148451755,FALSE
35878019,80794659,98,2,137,66,4,80794659,FALSE
35879792,101137706,55,28,16,89,2,101137706,TRUE
35880295,269881723,99,28,22,127,2,269881723,TRUE
35880960,269881723,99,28,25,123,2,269881723,TRUE
35903516,181790141,45,30,11,0,1,181790141,FALSE
35906495,165830267,55,360,14,160,1,165830267,FALSE
35907072,2867681,165,30,4,0,1,2867681,FALSE
35908980,38459934,130,30,0,32,17,38459934,FALSE
35914727,270141390,68,28,23,364,1,270141390,FALSE
35914949,266371506,60,28,59,138,1,266371506,TRUE
35917364,225950637,90,1,321,171,2,225950637,TRUE
35917510,270166119,90,28,1,365,2,270166119,FALSE
35920056,270189251,147,28,61,0,1,270189251,FALSE
35921642,163870275,69,28,1,304,5,163870275,TRUE
35925856,163870275,75,28,1,365,5,163870275,TRUE
35941961,209140479,120,28,4,0,1,209140479,FALSE
35943733,21647373,70,28,7,0,1,21647373,FALSE
35946428,270388056,50,180,20,0,1,270388056,FALSE
35948501,1660738,40,28,21,0,1,1660738,FALSE
35951930,261702849,1284,2,9,341,2,261702849,TRUE
35959351,206535242,149,28,8,293,1,206535242,FALSE
35959400,20776782,82,1,33,78,2,20776782,FALSE
35973404,270604691,110,29,32,17,2,270604691,FALSE
35973881,270608601,220,28,108,63,1,270608601,FALSE
35974464,3201334,65,30,6,308,1,3201334,FALSE
36003397,181797,303,28,46,79,2,181797,TRUE
36019560,270985516,149,91,29,0,1,270985516,FALSE
36023806,44470294,235,28,104,34,1,44470294,TRUE
36028152,71496525,58,3,5,0,1,71496525,FALSE
36030766,125602323,199,28,17,0,1,125602323,FALSE
36033103,271069549,75,28,0,0,1,271069549,FALSE
36035754,269693,100,28,1,365,1,269693,FALSE
36043500,141916451,37,28,9,61,2,141916451,FALSE
36043849,59038458,927,2,39,356,3,59038458,TRUE
36066682,270893391,65,28,1,364,1,270893391,FALSE
36073050,50227423,89,28,4,365,8,50227423,FALSE
36073860,270166119,88,28,0,364,2,270166119,FALSE
36074510,99090746,211,28,103,133,1,99090746,FALSE
36077046,27061855,104,5,10,246,1,27061855,FALSE
36077276,56352189,60,28,2,0,2,56352189,FALSE
36079104,38700416,350,28,52,23,1,38700416,FALSE
36080808,271354087,188,28,7,0,2,271354087,FALSE
36105044,6969076,136,2,139,104,3,6969076,TRUE
36105313,56297018,92,28,1,58,1,56297018,FALSE
36105449,14053370,83,28,1,220,1,14053370,FALSE
36110830,6969076,138,2,147,130,3,6969076,TRUE
36111629,448622620,381,28,97,86,1,448622620,FALSE
36112595,20324853,95,28,5,0,1,20324853,FALSE
36119964,271699684,120,28,70,358,1,271699684,FALSE
36138603,271816543,99,28,1,0,1,271816543,FALSE
36146621,271873529,300,28,73,252,3,271873529,FALSE
36148731,271871372,38,28,4,0,2,271871372,FALSE
36150210,101289672,661,3,20,0,1,101289672,FALSE
36150918,270604691,120,29,8,41,2,270604691,FALSE
36151844,266293258,65,28,35,151,2,266293258,FALSE
36168830,167034435,209,28,156,365,24,167034435,FALSE
36171393,14041119,277,6,34,114,1,14041119,TRUE
36172162,2364239,125,28,7,0,1,2364239,FALSE
36177632,269243315,85,28,144,41,50,269243315,FALSE
36178775,205297994,295,28,0,0,1,205297994,FALSE
36180639,271871372,39,28,4,0,2,271871372,FALSE
36199496,408344379,400,28,291,88,2,408344379,FALSE
36201891,447751,158,28,13,340,1,447751,FALSE
36204337,90055789,150,28,0,0,1,90055789,FALSE
36206997,212223183,200,28,1,365,2,212223183,FALSE
36210302,21857005,59,28,0,0,2,21857005,FALSE
36225813,225455449,42,30,17,194,1,225455449,TRUE
36227651,23388596,128,28,26,329,1,23388596,TRUE
36232109,140639037,71,28,10,365,2,140639037,FALSE
36234308,295196767,95,1,126,355,1,295196767,FALSE
36241752,165218950,125,28,3,0,1,165218950,FALSE
36243257,16594320,114,30,34,28,2,16594320,TRUE
36278917,272855922,189,1,149,0,1,272855922,FALSE
36281773,272881274,152,28,35,294,1,272881274,TRUE
36298940,176136675,130,28,2,0,1,176136675,FALSE
36309174,273065391,74,1,201,78,1,273065391,TRUE
36309632,928581,70,28,9,179,1,928581,FALSE
36314285,255601789,150,28,82,348,11,255601789,FALSE
36317839,127693604,82,28,1,0,1,127693604,FALSE
36319723,436308803,384,28,105,154,2,436308803,TRUE
36320337,271354087,168,28,4,0,2,271354087,FALSE
36320524,208018084,75,7,56,50,8,208018084,FALSE
36344233,264990384,55,28,0,0,5,264990384,FALSE
36344754,264990384,55,28,1,0,5,264990384,FALSE
36345057,264990384,55,28,1,0,5,264990384,FALSE
36345682,79684125,110,28,3,0,1,79684125,FALSE
36347529,35303923,266,3,232,47,1,35303923,TRUE
36349098,170581,200,28,0,334,1,170581,FALSE
36351210,62441483,130,30,13,123,1,62441483,FALSE
36354697,272796519,70,7,17,275,3,272796519,FALSE
36354720,273391128,135,2,210,52,1,273391128,TRUE
36355434,273400138,163,28,50,214,1,273400138,TRUE
36355814,27358665,130,28,2,0,1,27358665,FALSE
36356722,258424879,70,28,16,0,1,258424879,FALSE
36359368,126178545,204,2,14,0,1,126178545,FALSE
36363247,44861757,380,28,1,365,1,44861757,FALSE
36373887,258105776,583,28,3,334,4,258105776,FALSE
36392108,273646031,65,28,27,35,4,273646031,TRUE
36393474,25553854,150,28,0,0,2,25553854,FALSE
36411336,272796519,50,28,0,0,3,272796519,FALSE
36413929,181132072,91,28,179,346,1,181132072,TRUE
36419477,54777597,100,28,2,89,2,54777597,FALSE
36420402,43577327,162,28,0,0,1,43577327,FALSE
36422473,173657094,350,28,0,0,2,173657094,FALSE
36423050,273851254,129,28,1,0,1,273851254,FALSE
36425166,221251535,374,30,21,0,1,221251535,FALSE
36445967,13845390,43,28,0,0,1,13845390,FALSE
36449264,166602545,399,3,15,171,1,166602545,FALSE
36452254,30062696,136,360,3,365,4,30062696,FALSE
36453530,138739419,249,28,2,0,1,138739419,FALSE
36455079,44772895,79,5,26,64,4,44772895,TRUE
36470411,266293258,98,28,66,169,2,266293258,FALSE
36472537,271838768,10000,28,3,365,5,271838768,FALSE
36473238,271838768,1000,28,20,365,5,271838768,FALSE
36473841,7065628,75,28,25,35,1,7065628,FALSE
36474124,271838768,1000,28,3,365,5,271838768,FALSE
36474377,271838768,1000,28,32,365,5,271838768,FALSE
36474502,271838768,200,28,4,365,5,271838768,FALSE
36474550,155960970,52,28,0,0,1,155960970,FALSE
36475150,274245974,40,28,32,0,1,274245974,FALSE
36477692,34613045,43,28,4,0,1,34613045,FALSE
36478210,31135925,386,30,1,363,1,31135925,FALSE
36478288,63804883,65,28,24,0,1,63804883,FALSE
36481007,274285145,80,28,44,77,3,274285145,FALSE
36481633,63890893,80,1,58,6,1,63890893,TRUE
36483197,109194998,50,28,3,154,1,109194998,FALSE
36483462,100714840,85,28,29,220,1,100714840,FALSE
36484874,104105248,209,28,3,0,1,104105248,FALSE
36485883,84529056,60,28,1,0,1,84529056,FALSE
36486144,274341310,50,28,1,0,1,274341310,FALSE
36487020,274347605,130,28,60,0,1,274347605,FALSE
36505368,8540894,325,28,44,0,14,8540894,TRUE
36516026,2970270,280,28,0,114,1,2970270,FALSE
36518000,121494062,260,28,0,263,1,121494062,FALSE
36518152,211772816,42,28,8,0,3,211772816,FALSE
36530496,83069748,400,90,7,314,3,83069748,FALSE
36530694,274649746,130,91,49,0,1,274649746,FALSE
36532958,272892381,46,31,6,129,1,272892381,FALSE
36551099,222875145,112,50,36,309,1,222875145,FALSE
36557033,34739709,129,28,37,24,2,34739709,TRUE
36562522,206274619,30,28,4,77,2,206274619,FALSE
36563429,26813760,127,124,1,90,1,26813760,FALSE
36565066,10899471,88,31,14,98,2,10899471,TRUE
36565500,209384288,60,28,2,64,1,209384288,FALSE
36566774,126122,154,30,6,0,1,126122,FALSE
36567945,215605671,700,28,0,363,1,215605671,FALSE
36590623,275036601,155,28,9,180,1,275036601,FALSE
36591752,50386622,38,28,8,180,6,50386622,FALSE
36592975,275052965,125,28,50,0,1,275052965,FALSE
36595107,41370583,40,28,4,334,3,41370583,FALSE
36598216,3251873,200,5,8,72,1,3251873,FALSE
36599380,274575550,45,28,1,0,1,274575550,FALSE
36599812,45856669,75,28,26,2,2,45856669,FALSE
36599883,47487132,330,28,104,334,1,47487132,TRUE
36600016,274707420,30,30,20,249,1,274707420,FALSE
36600285,275110858,203,28,1,30,1,275110858,FALSE
36603470,35256388,180,28,8,103,3,35256388,TRUE
36603741,23310500,95,28,21,164,11,23310500,FALSE
36606336,275161486,120,31,0,0,2,275161486,FALSE
36606910,193048676,140,28,8,197,2,193048676,FALSE
36607008,176473542,152,28,0,179,1,176473542,FALSE
36610053,275191472,249,31,75,86,1,275191472,TRUE
36625327,275280901,300,28,2,0,1,275280901,FALSE
36625914,275077462,87,28,268,0,2,275077462,TRUE
36630428,194852818,92,100,38,129,1,194852818,FALSE
36631409,169697179,146,30,6,234,29,169697179,FALSE
36634411,169697179,183,30,2,198,29,169697179,FALSE
36635415,169697179,219,30,4,198,29,169697179,FALSE
36637083,275375367,70,28,2,0,1,275375367,FALSE
36659270,188681724,125,30,9,331,3,188681724,FALSE
36661804,212080994,40,28,10,0,1,212080994,FALSE
36667699,92889942,36,28,1,0,1,92889942,FALSE
36669106,36660836,450,30,0,290,1,36660836,FALSE
36669317,248726708,75,30,3,180,3,248726708,FALSE
36670680,105618845,162,240,12,220,7,105618845,TRUE
36677965,146375472,45,28,203,356,7,146375472,TRUE
36686252,150625571,77,30,2,365,12,150625571,FALSE
36686897,12742095,450,28,2,252,12,12742095,TRUE
36691989,275779406,290,28,1,89,1,275779406,FALSE
36708469,34974050,361,28,7,364,8,34974050,FALSE
36718254,42166282,86,28,8,363,3,42166282,TRUE
36719304,275988577,39,28,25,0,1,275988577,FALSE
36721316,276001838,100,28,0,178,1,276001838,FALSE
36724775,276033954,40,28,21,0,1,276033954,FALSE
36735763,202151266,122,28,4,0,1,202151266,FALSE
36737923,205928054,500,28,0,88,1,205928054,FALSE
36756889,276282019,600,28,0,0,1,276282019,FALSE
36756894,90843735,91,28,35,56,1,90843735,FALSE
36757536,2322775,100,28,5,0,1,2322775,FALSE
36757807,130923162,199,28,4,0,1,130923162,FALSE
36759544,257955199,85,3,16,71,1,257955199,TRUE
36764495,276128018,119,28,6,89,1,276128018,FALSE
36764918,2343738,150,28,26,0,1,2343738,FALSE
36765048,263009685,300,28,89,241,5,263009685,FALSE
36767878,185060239,85,28,26,0,1,185060239,FALSE
36788894,40215037,160,28,9,155,1,40215037,FALSE
36792786,276534693,158,28,28,354,3,276534693,TRUE
36795693,276534693,132,28,8,335,3,276534693,TRUE
36795809,276534693,99,2,150,47,3,276534693,TRUE
36796334,276576885,115,28,12,34,1,276576885,FALSE
36798269,169697179,262,30,0,0,29,169697179,FALSE
36798846,13850608,299,28,146,361,2,13850608,FALSE
36799292,19170500,350,45,1,85,1,19170500,FALSE
36801250,276616674,88,28,0,0,2,276616674,FALSE
36803022,276616674,188,28,0,0,2,276616674,FALSE
36803655,36576298,500,28,2,365,2,36576298,FALSE
36829291,189951873,60,28,2,0,1,189951873,FALSE
36833394,36576298,600,28,3,364,2,36576298,FALSE
36834176,169697179,221,30,1,235,29,169697179,FALSE
36835872,22172910,94,60,39,89,1,22172910,FALSE
36842226,27781286,75,28,1,89,1,27781286,FALSE
36844176,50227423,79,28,4,359,8,50227423,FALSE
36844568,50227423,71,28,2,337,8,50227423,FALSE
36868287,4149948,299,28,2,0,2,4149948,FALSE
36869437,78890375,80,7,51,74,1,78890375,TRUE
36878280,6935991,200,28,3,0,1,6935991,FALSE
36878486,10202618,213,28,2,0,71,10202618,FALSE
36879592,277193683,120,2,65,154,3,277193683,TRUE
36885820,237418707,46,28,80,63,6,237418707,TRUE
36899868,275161486,200,28,0,0,2,275161486,FALSE
36906242,106953050,75,28,9,0,1,106953050,FALSE
36910887,172682372,52,2,99,9,2,172682372,TRUE
36916172,277471208,73,3,82,110,1,277471208,FALSE
36916201,273658759,85,31,27,334,13,273658759,FALSE
36917582,11418370,50,60,11,299,12,11418370,TRUE
36935417,96693289,69,31,1,365,12,96693289,FALSE
36940878,256546319,80,28,22,0,1,256546319,FALSE
